semesterCode,departmentCode,courseCode,courseTitle,courseCredit,section,facultyCode,time,room,seatCapacity,course_upper,dayOfWeek,start,end
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,7,MSHS,ST 01:00 PM - 02:30 PM,NAC208,35,MAT130,ST,01:00,02:30
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,8,MSHS,ST 02:40 PM - 04:10 PM,NAC208,35,MAT130,ST,02:40,04:10
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,9,AKAd,MW 11:20 AM - 12:50 PM,NAC507,35,MAT130,MW,11:20,12:50
253,MAT,MAT250,Calculus and Analytic Geometry IV,3.0,1,Amk,RA 09:40 AM - 11:10 AM,NAC413,35,MAT250,RA,09:40,11:10
253,MAT,MAT250,Calculus and Analytic Geometry IV,3.0,10,ATA,MW 01:00 PM - 02:30 PM,NAC207,35,MAT250,MW,01:00,02:30
253,MAT,MAT250,Calculus and Analytic Geometry IV,3.0,11,PNG,ST 04:20 PM - 05:50 PM,SAC203,35,MAT250,ST,04:20,05:50
253,MAT,MAT250,Calculus and Analytic Geometry IV,3.0,12,ZHn,MW 09:40 AM - 11:10 AM,NAC505,35,MAT250,MW,09:40,11:10
253,MAT,MAT250,Calculus and Analytic Geometry IV,3.0,13,ZHn,MW 11:20 AM - 12:50 PM,NAC505,35,MAT250,MW,11:20,12:50
253,MAT,MAT250,Calculus and Analytic Geometry IV,3.0,14,HAr,MW 11:20 AM - 12:50 PM,SAC203,35,MAT250,MW,11:20,12:50
253,MAT,MAT250,Calculus and Analytic Geometry IV,3.0,15,MFU,RA 06:00 PM - 07:30 PM,SAC211,35,MAT250,RA,06:00,07:30
253,MAT,MAT250,Calculus and Analytic Geometry IV,3.0,16,MHK3,RA 04:20 PM - 05:50 PM,SAC203,35,MAT250,RA,04:20,05:50
253,MGT,MGT212,Organizational Management,3.0,30,MHZ,MW 06:00 PM - 07:30 PM,NAC202,40,MGT212,MW,06:00,07:30
253,MGT,MGT212,Organizational Management,3.0,31,NYM,RA 09:40 AM - 11:10 AM,NAC209,40,MGT212,RA,09:40,11:10
253,MGT,MGT212,Organizational Management,3.0,32,Sne,RA 09:40 AM - 11:10 AM,NAC619,40,MGT212,RA,09:40,11:10
253,MGT,MGT212,Organizational Management,3.0,4,JnA,ST 09:40 AM - 11:10 AM,NAC512,44,MGT212,ST,09:40,11:10
253,MGT,MGT212,Organizational Management,3.0,5,QTI,ST 11:20 AM - 12:50 PM,NAC205,40,MGT212,ST,11:20,12:50
253,MGT,MGT212,Organizational Management,3.0,6,Mli,ST 11:20 AM - 12:50 PM,NAC305,40,MGT212,ST,11:20,12:50
253,MGT,MGT212,Organizational Management,3.0,7,JnA,ST 11:20 AM - 12:50 PM,NAC603,40,MGT212,ST,11:20,12:50
253,MGT,MGT212,Organizational Management,3.0,8,SAI2,ST 02:40 PM - 04:10 PM,NAC306,35,MGT212,ST,02:40,04:10
253,MGT,MGT212,Organizational Management,3.0,9,QTI,ST 02:40 PM - 04:10 PM,NAC308,40,MGT212,ST,02:40,04:10
253,MGT,MGT314,Production Management,3.0,1,Mof,ST 01:00 PM - 02:30 PM,NAC501,40,MGT314,ST,01:00,02:30
253,MGT,MGT314,Production Management,3.0,2,SNO,ST 02:40 PM - 04:10 PM,NAC604,45,MGT314,ST,02:40,04:10
253,MGT,MGT314,Production Management,3.0,3,JAH,MW 09:40 AM - 11:10 AM,NAC504,45,MGT314,MW,09:40,11:10
253,MGT,MGT314,Production Management,3.0,4,JAH,MW 11:20 AM - 12:50 PM,NAC602,40,MGT314,MW,11:20,12:50
253,MGT,MGT314,Production Management,3.0,5,HFN,MW 01:00 PM - 02:30 PM,NAC502,40,MGT314,MW,01:00,02:30
253,MGT,MGT314,Production Management,3.0,6,HFN,MW 02:40 PM - 04:10 PM,NAC210,40,MGT314,MW,02:40,04:10
253,MGT,MGT314,Production Management,3.0,7,TBA,MW 06:00 PM - 07:30 PM,NAC308,40,MGT314,MW,06:00,07:30
253,MGT,MGT314,Production Management,3.0,8,Mof,ST 11:20 AM - 12:50 PM,NAC620,45,MGT314,ST,11:20,12:50
253,MGT,MGT314,Production Management,3.0,9,MHcW,ST 02:40 PM - 04:10 PM,NAC620,45,MGT314,ST,02:40,04:10
253,MGT,MGT321,Organizational Behaviour,3.0,1,ShL,RA 09:40 AM - 11:10 AM,NAC502,40,MGT321,RA,09:40,11:10
253,MGT,MGT351,Human Resource Management,3.0,1,SYI,ST 11:20 AM - 12:50 PM,NAC210,40,MGT351,ST,11:20,12:50
253,MGT,MGT351,Human Resource Management,3.0,10,SRS2,ST 04:20 PM - 05:50 PM,NAC601,40,MGT351,ST,04:20,05:50
253,MGT,MGT351,Human Resource Management,3.0,11,SYI,MW 09:40 AM - 11:10 AM,NAC305,40,MGT351,MW,09:40,11:10
253,MGT,MGT351,Human Resource Management,3.0,12,Alm,MW 09:40 AM - 11:10 AM,NAC501,40,MGT351,MW,09:40,11:10
253,MGT,MGT351,Human Resource Management,3.0,13,SYI,MW 11:20 AM - 12:50 PM,NAC204,35,MGT351,MW,11:20,12:50
253,MGT,MGT351,Human Resource Management,3.0,14,FsZ,MW 01:00 PM - 02:30 PM,NAC204,35,MGT351,MW,01:00,02:30
253,MGT,MGT351,Human Resource Management,3.0,15,FsZ,MW 02:40 PM - 04:10 PM,NAC308,40,MGT351,MW,02:40,04:10
253,MGT,MGT351,Human Resource Management,3.0,16,Mli,MW 02:40 PM - 04:10 PM,NAC404,40,MGT351,MW,02:40,04:10
253,MGT,MGT351,Human Resource Management,3.0,17,HMM1,ST 06:00 PM - 07:30 PM,NAC308,40,MGT351,ST,06:00,07:30
253,MGT,MGT351,Human Resource Management,3.0,18,Alm,RA 09:40 AM - 11:10 AM,NAC504,45,MGT351,RA,09:40,11:10
253,MGT,MGT351,Human Resource Management,3.0,19,MSIF,RA 04:20 PM - 05:50 PM,NAC306,35,MGT351,RA,04:20,05:50
253,MGT,MGT351,Human Resource Management,3.0,2,ShH,ST 11:20 AM - 12:50 PM,NAC504,45,MGT351,ST,11:20,12:50
253,MGT,MGT351,Human Resource Management,3.0,20,MSIF,RA 06:00 PM - 07:30 PM,NAC308,40,MGT351,RA,06:00,07:30
253,MGT,MGT351,Human Resource Management,3.0,21,Mli,MW 11:20 AM - 12:50 PM,NAC620,45,MGT351,MW,11:20,12:50
253,MGT,MGT351,Human Resource Management,3.0,3,ShH,ST 01:00 PM - 02:30 PM,NAC502,40,MGT351,ST,01:00,02:30
253,MGT,MGT351,Human Resource Management,3.0,4,HMM1,ST 02:40 PM - 04:10 PM,NAC205,40,MGT351,ST,02:40,04:10
253,MGT,MGT351,Human Resource Management,3.0,5,FsZ,ST 02:40 PM - 04:10 PM,NAC210,40,MGT351,ST,02:40,04:10
253,MGT,MGT351,Human Resource Management,3.0,6,Mli,ST 02:40 PM - 04:10 PM,NAC305,40,MGT351,ST,02:40,04:10
253,MGT,MIS107,Information System & Computing,3.0,23,AbKr,RA 08:00 AM - 09:30 AM,NTR302,40,MIS107,RA,08:00,09:30
253,MGT,MIS107,Information System & Computing,3.0,24,MMB,RA 09:40 AM - 11:10 AM,NTR301,40,MIS107,RA,09:40,11:10
253,MGT,MIS107,Information System & Computing,3.0,25,MMS3,RA 09:40 AM - 11:10 AM,NTR302,40,MIS107,RA,09:40,11:10
253,MGT,MIS107,Information System & Computing,3.0,26,RSH3,RA 11:20 AM - 12:50 PM,NTR301,40,MIS107,RA,11:20,12:50
253,MGT,MIS107,Information System & Computing,3.0,27,Rzz,RA 11:20 AM - 12:50 PM,NTR302,40,MIS107,RA,11:20,12:50
253,MGT,MIS107,Information System & Computing,3.0,28,RSh3,RA 01:00 PM - 02:30 PM,NTR301,40,MIS107,RA,01:00,02:30
253,MGT,MIS107,Information System & Computing,3.0,29,ANU,RA 02:40 PM - 04:10 PM,NAC306,35,MIS107,RA,02:40,04:10
253,MGT,MIS107,Information System & Computing,3.0,3,TBA,ST 09:40 AM - 11:10 AM,NTR301,40,MIS107,ST,09:40,11:10
253,MGT,MIS107,Information System & Computing,3.0,30,Mki,RA 02:40 PM - 04:10 PM,NTR301,40,MIS107,RA,02:40,04:10
253,MGT,MIS107,Information System & Computing,3.0,31,Rzz,RA 02:40 PM - 04:10 PM,NTR302,40,MIS107,RA,02:40,04:10
253,MGT,MIS107,Information System & Computing,3.0,32,STrN,RA 04:20 PM - 05:50 PM,NAC305,40,MIS107,RA,04:20,05:50
253,MGT,MIS107,Information System & Computing,3.0,33,Mki,RA 04:20 PM - 05:50 PM,NTR301,40,MIS107,RA,04:20,05:50
253,MGT,MIS107,Information System & Computing,3.0,34,ANU,RA 04:20 PM - 05:50 PM,NTR302,40,MIS107,RA,04:20,05:50
253,MGT,MIS107,Information System & Computing,3.0,35,MBT,ST 01:00 PM - 02:30 PM,NAC619A,40,MIS107,ST,01:00,02:30
253,MGT,MIS107,Information System & Computing,3.0,36,EhN,RA 08:00 AM - 09:30 AM,NAC504,45,MIS107,RA,08:00,09:30
253,MGT,MIS107,Information System & Computing,3.0,37,EhN,RA 11:20 AM - 12:50 PM,NAC204,35,MIS107,RA,11:20,12:50
253,MGT,MIS107,Information System & Computing,3.0,38,EhN,RA 01:00 PM - 02:30 PM,NAC210,40,MIS107,RA,01:00,02:30
253,MGT,MIS107,Information System & Computing,3.0,39,Mbt,ST 04:20 PM - 05:50 PM,NTR301,40,MIS107,ST,04:20,05:50
253,MGT,MIS107,Information System & Computing,3.0,4,NwA,ST 11:20 AM - 12:50 PM,NAC306,35,MIS107,ST,11:20,12:50
253,MGT,MIS107,Information System & Computing,3.0,5,AIK,ST 11:20 AM - 12:50 PM,NAC308,40,MIS107,ST,11:20,12:50
253,MGT,MIS107,Information System & Computing,3.0,6,TBA,ST 11:20 AM - 12:50 PM,NTR301,40,MIS107,ST,11:20,12:50
253,MGT,MIS107,Information System & Computing,3.0,7,AIK,ST 02:40 PM - 04:10 PM,NAC404,40,MIS107,ST,02:40,04:10
253,MGT,MIS107,Information System & Computing,3.0,8,TBA,ST 01:00 PM - 02:30 PM,NTR301,40,MIS107,ST,01:00,02:30
253,MGT,MIS107,Information System & Computing,3.0,9,TBA,ST 02:40 PM - 04:10 PM,NTR302,40,MIS107,ST,02:40,04:10
253,MGT,MIS207,E-Business,3.0,1,RAR,ST 08:00 AM - 09:30 AM,NAC504,45,MIS207,ST,08:00,09:30
253,MGT,MIS207,E-Business,3.0,10,RAR,MW 04:20 PM - 05:50 PM,NAC205,40,MIS207,MW,04:20,05:50
253,MGT,MIS207,E-Business,3.0,11,MMB,RA 11:20 AM - 12:50 PM,NAC404,40,MIS207,RA,11:20,12:50
253,MGT,MIS207,E-Business,3.0,12,YAR,RA 11:20 AM - 12:50 PM,NAC501,40,MIS207,RA,11:20,12:50
253,MGT,MIS207,E-Business,3.0,13,AbKr,RA 01:00 PM - 02:30 PM,NAC204,35,MIS207,RA,01:00,02:30
253,MGT,MIS207,E-Business,3.0,14,YAR,RA 01:00 PM - 02:30 PM,NAC501,40,MIS207,RA,01:00,02:30
253,MGT,MIS207,E-Business,3.0,2,Ayn,ST 01:00 PM - 02:30 PM,NAC210,40,MIS207,ST,01:00,02:30
253,MGT,MIS207,E-Business,3.0,3,Ayn,ST 04:20 PM - 05:50 PM,NAC502,40,MIS207,ST,04:20,05:50
253,MGT,MIS207,E-Business,3.0,4,TBA,MW 09:40 AM - 11:10 AM,NAC602,40,MIS207,MW,09:40,11:10
253,MGT,MIS207,E-Business,3.0,5,NwA,MW 11:20 AM - 12:50 PM,NAC305,40,MIS207,MW,11:20,12:50
253,MGT,MIS207,E-Business,3.0,6,AIK,MW 11:20 AM - 12:50 PM,NAC306,35,MIS207,MW,11:20,12:50
253,MGT,MIS207,E-Business,3.0,7,TBA,MW 11:20 AM - 12:50 PM,NAC404,40,MIS207,MW,11:20,12:50
253,MGT,MIS207,E-Business,3.0,8,AIK,MW 02:40 PM - 04:10 PM,NAC306,35,MIS207,MW,02:40,04:10
253,MGT,MIS207,E-Business,3.0,9,YAR,MW 04:20 PM - 05:50 PM,NAC204,35,MIS207,MW,04:20,05:50
253,MGT,MIS210,Concepts of Computer Programming,3.0,1,TBA,ST 08:00 AM - 09:30 AM,NTR301,40,MIS210,ST,08:00,09:30
253,MGT,MIS310,Database Systems for Business,3.0,1,KMS2,MW 09:40 AM - 11:10 AM,NTR302,40,MIS310,MW,09:40,11:10
253,MGT,MIS320,Digital Enterprise Management,3.0,1,TBA,ST 01:00 PM - 02:30 PM,NTR302,40,MIS320,ST,01:00,02:30
253,MGT,MIS410,Business Intelligence,3.0,1,ARK1,MW 09:40 AM - 11:10 AM,NTR301,40,MIS410,MW,09:40,11:10
253,MGT,MIS470,Systems Analysis and Design,3.0,1,TBA,MW 11:20 AM - 12:50 PM,NTR302,40,MIS470,MW,11:20,12:50
253,MBA,MIS651,System Design and Development,3.0,1,MDMI,F 07:00 PM - 10:10 PM,NAC619A,35,MIS651,F,07:00,10:10
253,MBA,MIS652,Management  Information Systems,3.0,1,ABKr,A 03:00 PM - 06:30 PM,NAC621,35,MIS652,A,03:00,06:30
253,MBA,MIS657,Business Analytics and Data Science,3.0,1,NZH1,F 07:00 PM - 10:10 PM,NAC515,35,MIS657,F,07:00,10:10
253,MBA,MIS666,IT Project Management,3.0,1,ADE,A 07:00 PM - 10:10 PM,NAC619,35,MIS666,A,07:00,10:10
253,MKT,MKT202,Introduction to Marketing,3.0,1,FNa1,ST 09:40 AM - 11:10 AM,NAC503,40,MKT202,ST,09:40,11:10
253,MKT,MKT202,Introduction to Marketing,3.0,10,SKI,RA 04:20 PM - 05:50 PM,NAC512A,40,MKT202,RA,04:20,05:50
253,MKT,MKT202,Introduction to Marketing,3.0,11,SeH,MW 02:40 PM - 04:10 PM,NAC619A,40,MKT202,MW,02:40,04:10
253,MKT,MKT202,Introduction to Marketing,3.0,12,Sne,ST 09:40 AM - 11:10 AM,NAC619A,35,MKT202,ST,09:40,11:10
253,MKT,MKT202,Introduction to Marketing,3.0,13,Onf,ST 04:20 PM - 05:50 PM,NAC506,40,MKT202,ST,04:20,05:50
253,MKT,MKT202,Introduction to Marketing,3.0,14,FHZ,MW 11:20 AM - 12:50 PM,NAC512A,40,MKT202,MW,11:20,12:50
253,MKT,MKT202,Introduction to Marketing,3.0,15,FHZ,ST 01:00 PM - 02:30 PM,SAC801A,35,MKT202,ST,01:00,02:30
253,MKT,MKT202,Introduction to Marketing,3.0,16,FHZ,ST 09:40 AM - 11:10 AM,NAC511,34,MKT202,ST,09:40,11:10
253,MKT,MKT202,Introduction to Marketing,3.0,17,SAW,ST 04:20 PM - 05:50 PM,NAC619A,35,MKT202,ST,04:20,05:50
253,MKT,MKT202,Introduction to Marketing,3.0,18,SAW,ST 02:40 PM - 04:10 PM,NAC619A,35,MKT202,ST,02:40,04:10
253,MKT,MKT202,Introduction to Marketing,3.0,19,Mbt,MW 01:00 PM - 02:30 PM,NAC512A,40,MKT202,MW,01:00,02:30
253,MKT,MKT202,Introduction to Marketing,3.0,2,FNa1,ST 11:20 AM - 12:50 PM,NAC503,40,MKT202,ST,11:20,12:50
253,MKT,MKT202,Introduction to Marketing,3.0,20,Fss,ST 04:20 PM - 05:50 PM,NAC216,40,MKT202,ST,04:20,05:50
253,MKT,MKT202,Introduction to Marketing,3.0,21,Fss,MW 08:00 AM - 09:30 AM,NAC512A,40,MKT202,MW,08:00,09:30
253,MKT,MKT202,Introduction to Marketing,3.0,22,Fzy,ST 04:20 PM - 05:50 PM,NAC215,40,MKT202,ST,04:20,05:50
253,MKT,MKT202,Introduction to Marketing,3.0,23,TFZ,MW 09:40 AM - 11:10 AM,NAC512A,40,MKT202,MW,09:40,11:10
253,MKT,MKT202,Introduction to Marketing,3.0,24,TFZ,ST 11:20 AM - 12:50 PM,NAC209,35,MKT202,ST,11:20,12:50
253,MKT,MKT202,Introduction to Marketing,3.0,25,FCH,MW 04:20 PM - 05:50 PM,NAC509,40,MKT202,MW,04:20,05:50
253,MKT,MKT202,Introduction to Marketing,3.0,26,FCH,RA 01:00 PM - 02:30 PM,NAC503,40,MKT202,RA,01:00,02:30
253,MKT,MKT202,Introduction to Marketing,3.0,27,FCH,RA 04:20 PM - 05:50 PM,NAC503,40,MKT202,RA,04:20,05:50
253,MKT,MKT202,Introduction to Marketing,3.0,28,SSA1,ST 06:00 PM - 07:30 PM,NAC309,40,MKT202,ST,06:00,07:30
253,MKT,MKT202,Introduction to Marketing,3.0,29,MeSK,ST 04:20 PM - 05:50 PM,NAC503,40,MKT202,ST,04:20,05:50
253,MKT,MKT202,Introduction to Marketing,3.0,3,FNa1,MW 11:20 AM - 12:50 PM,NAC506,40,MKT202,MW,11:20,12:50
253,MKT,MKT202,Introduction to Marketing,3.0,30,MeSK,RA 02:40 PM - 04:10 PM,NAC506,40,MKT202,RA,02:40,04:10
253,MKT,MKT202,Introduction to Marketing,3.0,31,MeSK,RA 01:00 PM - 02:30 PM,NAC512A,40,MKT202,RA,01:00,02:30
253,MKT,MKT202,Introduction to Marketing,3.0,32,NYM,RA 11:20 AM - 12:50 PM,NAC506,40,MKT202,RA,11:20,12:50
253,MKT,MKT202,Introduction to Marketing,3.0,33,AFMO,MW 01:00 PM - 02:30 PM,NAC503,40,MKT202,MW,01:00,02:30
253,MKT,MKT202,Introduction to Marketing,3.0,34,AFMO,ST 11:20 AM - 12:50 PM,NAC619A,35,MKT202,ST,11:20,12:50
253,MKT,MKT202,Introduction to Marketing,3.0,4,MHHS,ST 09:40 AM - 11:10 AM,NAC506,40,MKT202,ST,09:40,11:10
253,MKT,MKT202,Introduction to Marketing,3.0,5,MHHS,ST 11:20 AM - 12:50 PM,NAC506,40,MKT202,ST,11:20,12:50
253,MKT,MKT202,Introduction to Marketing,3.0,7,ZTK,ST 09:40 AM - 11:10 AM,NAC619,40,MKT202,ST,09:40,11:10
253,MKT,MKT202,Introduction to Marketing,3.0,8,IJS,MW 08:00 AM - 09:30 AM,NAC506,40,MKT202,MW,08:00,09:30
253,MKT,MKT202,Introduction to Marketing,3.0,9,SKI,RA 02:40 PM - 04:10 PM,NAC512A,40,MKT202,RA,02:40,04:10
253,MKT,MKT330,Digital Marketing,3.0,1,RDA,MW 04:20 PM - 05:50 PM,NAC619A,35,MKT330,MW,04:20,05:50
253,MKT,MKT330,Digital Marketing,3.0,2,EhN,ST 11:20 AM - 12:50 PM,NAC621,40,MKT330,ST,11:20,12:50
253,MKT,MKT330,Digital Marketing,3.0,3,EhN,ST 08:00 AM - 09:30 AM,NAC503,40,MKT330,ST,08:00,09:30
253,MKT,MKT330,Digital Marketing,3.0,4,NYM,MW 02:40 PM - 04:10 PM,NAC209,35,MKT330,MW,02:40,04:10
253,MKT,MKT330,Digital Marketing,3.0,5,NYM,MW 04:20 PM - 05:50 PM,NAC202,30,MKT330,MW,04:20,05:50
253,MKT,MKT337,Promotional Management,3.0,1,FNa1,MW 09:40 AM - 11:10 AM,NAC506,40,MKT337,MW,09:40,11:10
253,MKT,MKT337,Promotional Management,3.0,2,MHZ,ST 04:20 PM - 05:50 PM,NAC406,40,MKT337,ST,04:20,05:50
253,MKT,MKT337,Promotional Management,3.0,3,Sne,RA 01:00 PM - 02:30 PM,NAC511,35,MKT337,RA,01:00,02:30
253,MKT,MKT337,Promotional Management,3.0,4,Onf,MW 11:20 AM - 12:50 PM,NAC511,35,MKT337,MW,11:20,12:50
253,MKT,MKT337,Promotional Management,3.0,5,Fss,ST 01:00 PM - 02:30 PM,NAC506,40,MKT337,ST,01:00,02:30
253,MKT,MKT337,Promotional Management,3.0,6,TBA,ST 04:20 PM - 05:50 PM,NAC509,40,MKT337,ST,04:20,05:50
253,MKT,MKT337,Promotional Management,3.0,7,TBA,RA 09:40 AM - 11:10 AM,NAC511,35,MKT337,RA,09:40,11:10
253,MKT,MKT337,Promotional Management,3.0,8,TBA,RA 02:40 PM - 04:10 PM,NAC503,40,MKT337,RA,02:40,04:10
253,MKT,MKT344,Consumer Behavior,3.0,1,SMKN,MW 01:00 PM - 02:30 PM,SAC314,40,MKT344,MW,01:00,02:30
253,MKT,MKT344,Consumer Behavior,3.0,2,IJS,ST 11:20 AM - 12:50 PM,NAC512A,40,MKT344,ST,11:20,12:50
253,MKT,MKT344,Consumer Behavior,3.0,3,IJS,ST 08:00 AM - 09:30 AM,NAC512A,40,MKT344,ST,08:00,09:30
253,MKT,MKT344,Consumer Behavior,3.0,4,SKI,RA 09:40 AM - 11:10 AM,NAC512A,40,MKT344,RA,09:40,11:10
253,MKT,MKT344,Consumer Behavior,3.0,5,Onf,ST 01:00 PM - 02:30 PM,NAC511,35,MKT344,ST,01:00,02:30
253,MKT,MKT344,Consumer Behavior,3.0,6,Onf,MW 09:40 AM - 11:10 AM,NAC503,40,MKT344,MW,09:40,11:10
253,MKT,MKT344,Consumer Behavior,3.0,7,FCH,MW 01:00 PM - 02:30 PM,NAC512,40,MKT344,MW,01:00,02:30
253,MKT,MKT355,Agricultural Marketing,3.0,2,ZBR,MW 04:20 PM - 05:50 PM,NAC511,40,MKT355,MW,04:20,05:50
253,MKT,MKT382,International Marketing,3.0,1,MeI,ST 04:20 PM - 05:50 PM,NAC511,35,MKT382,ST,04:20,05:50
253,MKT,MKT382,International Marketing,3.0,2,SKI,RA 11:20 AM - 12:50 PM,NAC512A,40,MKT382,RA,11:20,12:50
253,MKT,MKT382,International Marketing,3.0,3,SaRn,RA 09:40 AM - 11:10 AM,NAC619A,35,MKT382,RA,09:40,11:10
253,MKT,MKT412,Services Marketing,3.0,1,ZTK,ST 11:20 AM - 12:50 PM,NAC511,35,MKT412,ST,11:20,12:50
253,MKT,MKT412,Services Marketing,3.0,2,ZTK,MW 01:00 PM - 02:30 PM,NAC209,35,MKT412,MW,01:00,02:30
253,MKT,MKT412,Services Marketing,3.0,3,IJS,MW 11:20 AM - 12:50 PM,NAC503,40,MKT412,MW,11:20,12:50
253,MKT,MKT417,Export-Import Management,3.0,1,FdF,ST 08:00 AM - 09:30 AM,NAC511,40,MKT417,ST,08:00,09:30
253,MKT,MKT450,Marketing Channels,3.0,1,Rfe,ST 09:40 AM - 11:10 AM,NAC209,40,MKT450,ST,09:40,11:10
253,MKT,MKT460,Strategic Marketing,3.0,1,Rfe,MW 08:00 AM - 09:30 AM,NAC503,40,MKT460,MW,08:00,09:30
253,MKT,MKT460,Strategic Marketing,3.0,2,SeH,ST 02:40 PM - 04:10 PM,NAC512,40,MKT460,ST,02:40,04:10
253,MKT,MKT460,Strategic Marketing,3.0,3,SeH,MW 01:00 PM - 02:30 PM,NAC511,35,MKT460,MW,01:00,02:30
253,MKT,MKT460,Strategic Marketing,3.0,4,Sne,ST 01:00 PM - 02:30 PM,NAC209,34,MKT460,ST,01:00,02:30
253,MKT,MKT460,Strategic Marketing,3.0,5,Mbt,MW 04:20 PM - 05:50 PM,NAC503,40,MKT460,MW,04:20,05:50
253,MKT,MKT460,Strategic Marketing,3.0,6,Mbt,ST 02:40 PM - 04:10 PM,NAC506,40,MKT460,ST,02:40,04:10
253,MKT,MKT460,Strategic Marketing,3.0,7,FdF,ST 09:40 AM - 11:10 AM,NAC512A,40,MKT460,ST,09:40,11:10
253,MKT,MKT465,Brand Management,3.0,1,RDA,MW 02:40 PM - 04:10 PM,NAC512A,40,MKT465,MW,02:40,04:10
253,MKT,MKT465,Brand Management,3.0,2,ZTK,MW 02:40 PM - 04:10 PM,NAC511,35,MKT465,MW,02:40,04:10
253,MKT,MKT465,Brand Management,3.0,3,SeH,ST 04:20 PM - 05:50 PM,NAC512A,40,MKT465,ST,04:20,05:50
253,MKT,MKT470,Marketing Research,3.0,1,Tmr,MW 02:40 PM - 04:10 PM,NAC503,40,MKT470,MW,02:40,04:10
253,MKT,MKT470,Marketing Research,3.0,2,DSr,MW 02:40 PM - 04:10 PM,NAC506,40,MKT470,MW,02:40,04:10
253,MKT,MKT470,Marketing Research,3.0,4,MTdI,MW 04:20 PM - 05:50 PM,NAC512A,40,MKT470,MW,04:20,05:50
253,MKT,MKT470,Marketing Research,3.0,5,MNE,RA 11:20 AM - 12:50 PM,NAC503,40,MKT470,RA,11:20,12:50
253,MKT,MKT470,Marketing Research,3.0,6,MNE,ST 04:20 PM - 05:50 PM,NAC513,40,MKT470,ST,04:20,05:50
253,MKT,MKT470,Marketing Research,3.0,7,SMKN,ST 02:40 PM - 04:10 PM,NAC512A,40,MKT470,ST,02:40,04:10
253,MKT,MKT470,Marketing Research,3.0,8,MNE,ST 01:00 PM - 02:30 PM,NAC503,40,MKT470,ST,01:00,02:30
253,MKT,MKT470,Marketing Research,3.0,9,MNE,RA 02:40 PM - 04:10 PM,NAC209,40,MKT470,RA,02:40,04:10
253,MKT,MKT475,Marketing Analytics,3.0,1,MTdI,ST 04:20 PM - 05:50 PM,NTR302,40,MKT475,ST,04:20,05:50
253,MBA,MKT621,Buyer Behavior,3.0,1,MHHS,S 07:00 PM - 10:10 PM,NAC603,35,MKT621,S,07:00,10:10
253,MBA,MKT623,Promotional Management,3.0,1,RUE,M 07:00 PM - 10:10 PM,NAC619,35,MKT623,M,07:00,10:10
253,MBA,MKT624,Brand Management,3.0,1,RDA,R 07:00 PM - 10:10 PM,NAC619,35,MKT624,R,07:00,10:10
253,MBA,MKT625,Distribution Management,3.0,1,BkR,R 07:00 PM - 10:10 PM,NAC619A,35,MKT625,R,07:00,10:10
253,MBA,MKT627,Services Marketing,3.0,1,DSr,W 07:00 PM - 10:10 PM,NAC507,35,MKT627,W,07:00,10:10
253,MBA,MKT628,Digital Marketing,3.0,1,KNM1,S 07:00 PM - 10:10 PM,NAC601,35,MKT628,S,07:00,10:10
253,MBA,MKT630,Business-to-Business Marketing,3.0,1,TBA,A 03:00 PM - 06:30 PM,NAC619A,35,MKT630,A,03:00,06:30
253,MBA,MKT633,Global Marketing,3.0,1,KNM1,A 07:00 PM - 10:10 PM,NAC506,35,MKT633,A,07:00,10:10
253,MBA,MKT634,Marketing Strategy,3.0,1,SMKN,T 07:00 PM - 10:10 PM,NAC502,35,MKT634,T,07:00,10:10
253,MBA,MKT636,Marketing Analytics,3.0,1,MTDI,S 07:00 PM - 10:10 PM,NAC514,35,MKT636,S,07:00,10:10
253,PSS,PAD201,Introduction to Public Administration,3.0,1,SRUA,MW 11:20 AM - 12:50 PM,NAC601,40,PAD201,MW,11:20,12:50
253,PSS,PAD201,Introduction to Public Administration,3.0,2,SuA2,RA 11:20 AM - 12:50 PM,NAC303,40,PAD201,RA,11:20,12:50
253,PSS,PAD201,Introduction to Public Administration,3.0,3,SAE,RA 08:00 AM - 09:30 AM,NAC303,40,PAD201,RA,08:00,09:30
253,MPH,PBH101,Introduction to Public Health,3.0,1,SBAH,ST 08:00 AM - 09:30 AM,OAT601,80,PBH101,ST,08:00,09:30
253,MPH,PBH101,Introduction to Public Health,3.0,10,SbS,MW 11:20 AM - 12:50 PM,SAC202,35,PBH101,MW,11:20,12:50
253,MPH,PBH101,Introduction to Public Health,3.0,11,TBA,MW 01:00 PM - 02:30 PM,SAC202,35,PBH101,MW,01:00,02:30
253,MPH,PBH101,Introduction to Public Health,3.0,12,BCh,MW 02:40 PM - 04:10 PM,OAT602,80,PBH101,MW,02:40,04:10
253,MPH,PBH101,Introduction to Public Health,3.0,13,SbS,MW 04:20 PM - 05:50 PM,SAC202,35,PBH101,MW,04:20,05:50
253,MPH,PBH101,Introduction to Public Health,3.0,14,SoM,MW 08:00 AM - 09:30 AM,SAC202,35,PBH101,MW,08:00,09:30
253,MPH,PBH101,Introduction to Public Health,3.0,15,SNL,RA 08:00 AM - 09:30 AM,NAC509,0,PBH101,RA,08:00,09:30
